,0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,2.2
296,5.0
297,8.1
298,12.4
299,17.9
300,24.0
301,29.8
302,35.7
303,40.9
304,46.4
305,50.9
306,55.1
307,58.1
308,56.44576
309,53.540367
310,47.660526
311,43.95733
312,40.093044
313,35.98837
314,32.707275
315,29.235994
316,25.923788
317,27.946648
318,25.798693
319,27.564165
320,25.798693
321,27.564165
322,26.503027
323,24.235542
324,24.743097
325,26.011507
326,27.28629
327,27.46232
328,26.774841
329,26.343245
330,24.756123
331,25.47457
332,27.571718
333,28.529507
334,29.24865
335,29.606125
336,27.395338
337,27.406189
338,26.503027
339,24.235542
340,24.743097
341,26.011507
342,27.28629
343,27.46232
344,26.774841
345,26.343245
346,24.756123
347,25.47457
348,24.756123
349,25.47457
350,24.756123
351,25.47457
352,24.756123
353,25.47457
354,24.756123
355,25.47457
356,24.756123
357,25.47457
358,27.946648
359,27.571718
360,28.529507
361,29.24865
362,29.606125
363,31.842793
364,30.058496
365,25.409327
366,27.80315
367,28.857866
368,31.311361
369,32.719913
370,32.61203
371,29.835075
372,23.967457
373,19.853142
374,15.4689455
375,13.416943
376,11.027485
377,7.1760387
378,3.0461767
379,0.0
380,2.2
381,5.0
382,8.1
383,12.4
384,17.9
385,24.0
386,29.8
387,35.7
388,40.9
389,46.4
390,50.9
391,55.1
392,58.1
393,56.951706
394,52.95632
395,48.410103
396,43.43499
397,37.916203
398,32.837852
399,27.483889
400,22.212374
401,19.315414
402,13.970651
403,9.4161005
404,4.5086803
405,0.0
406,2.152296
407,3.7404778
408,2.152296
409,3.7404778
410,3.945192
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,2.2
442,5.0
443,8.1
444,12.4
445,17.9
446,24.0
447,29.8
448,35.7
449,40.9
450,46.4
451,50.9
452,55.1
453,58.1
454,56.951706
455,52.95632
456,48.410103
457,43.43499
458,37.916203
459,32.837852
460,27.483889
461,22.212374
462,19.315414
463,13.970651
464,9.4161005
465,4.5086803
466,0.0
467,2.152296
468,3.7404778
469,5.9
470,11.1
471,16.6
472,22.4
473,27.9
474,33.1
475,37.2
476,39.2
477,40.9
478,42.9
479,45.5
480,48.3
481,51.4
482,53.8
483,54.83923
484,55.249187
485,55.364918
486,56.951706
487,52.95632
488,48.410103
489,43.43499
490,37.916203
491,32.837852
492,27.483889
493,22.212374
494,19.315414
495,13.970651
496,9.4161005
497,4.5086803
498,0.0
499,2.2
500,5.0
501,8.1
502,12.4
503,17.9
504,24.0
505,29.8
506,35.7
507,40.9
508,46.4
509,50.9
510,55.1
511,58.1
512,56.951706
513,52.95632
514,48.410103
515,43.43499
516,37.916203
517,32.837852
518,27.483889
519,22.212374
520,19.315414
521,13.970651
522,9.4161005
523,4.5086803
524,0.0
525,2.152296
526,3.7404778
527,5.9
528,11.1
529,16.6
530,22.4
531,27.9
532,33.1
533,37.2
534,39.2
535,40.9
536,42.9
537,45.5
538,48.3
539,51.4
540,53.8
541,54.83923
542,55.249187
543,55.364918
544,55.3916
545,56.419888
546,57.45249
547,58.590958
548,59.446407
549,60.114487
550,57.881058
551,53.95066
552,48.571537
553,47.0924
554,48.553238
555,49.49311
556,50.575832
557,51.645947
558,53.522633
559,54.788616
560,52.125126
561,48.52726
562,43.9605
563,40.248417
564,38.227016
565,35.16229
566,31.16542
567,27.383814
568,24.998152
569,23.237654
570,21.619473
571,20.079678
572,18.391197
573,15.646997
574,12.838544
575,10.034782
576,7.415234
577,4.7629685
578,0.876102
579,2.152296
580,3.7404778
581,2.152296
582,3.7404778
583,2.152296
584,3.7404778
585,3.945192
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,2.2
675,5.0
676,8.1
677,12.4
678,17.9
679,24.0
680,29.8
681,35.7
682,40.9
683,46.4
684,50.9
685,55.1
686,58.1
687,56.951706
688,52.95632
689,48.410103
690,43.43499
691,37.916203
692,32.837852
693,27.483889
694,22.212374
695,19.315414
696,13.970651
697,9.4161005
698,4.5086803
699,0.0
700,2.2
701,5.0
702,8.1
703,12.4
704,17.9
705,24.0
706,29.8
707,35.7
708,40.9
709,46.4
710,50.9
711,55.1
712,58.1
713,56.951706
714,52.95632
715,48.410103
716,43.43499
717,37.916203
718,32.837852
719,27.483889
720,22.212374
721,19.315414
722,13.970651
723,9.4161005
724,4.5086803
725,0.0
726,2.2
727,5.0
728,8.1
729,12.4
730,17.9
731,24.0
732,29.8
733,35.7
734,40.9
735,46.4
736,50.9
737,55.1
738,58.1
739,56.951706
740,52.95632
741,48.410103
742,43.43499
743,37.916203
744,32.837852
745,27.483889
746,22.212374
747,19.315414
748,13.970651
749,9.4161005
750,4.5086803
751,0.0
752,2.2
753,5.0
754,8.1
755,12.4
756,17.9
757,24.0
758,29.8
759,35.7
760,40.9
761,46.4
762,50.9
763,55.1
764,58.1
765,56.951706
766,52.95632
767,48.410103
768,43.43499
769,37.916203
770,32.837852
771,27.483889
772,22.212374
773,19.315414
774,13.970651
775,9.4161005
776,4.5086803
777,0.0
778,2.152296
779,3.7404778
780,3.945192
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,2.2
957,5.0
958,8.1
959,12.4
960,17.9
961,24.0
962,29.8
963,35.7
964,40.9
965,46.4
966,50.9
967,55.1
968,58.1
969,56.44576
970,53.540367
971,47.660526
972,43.95733
973,40.093044
974,35.98837
975,32.707275
976,29.235994
977,25.923788
978,27.571718
979,28.529507
980,29.24865
981,29.606125
982,27.190445
983,25.915274
984,25.13648
985,24.310656
986,25.809486
987,25.200375
988,25.192047
989,26.277155
990,26.992966
991,28.28386
992,29.455729
993,30.071795
994,29.77922
995,28.688297
996,27.584663
997,28.857866
998,28.857866
999,27.395338
1000,27.406189
1001,25.798693
1002,27.564165
1003,26.503027
1004,24.756123
1005,25.47457
1006,27.571718
1007,28.529507
1008,29.24865
1009,29.606125
1010,27.395338
1011,27.406189
1012,26.503027
1013,28.857866
1014,31.311361
1015,32.719913
1016,33.92338
1017,33.92338
1018,33.92338
1019,33.92338
1020,33.92338
1021,33.92338
1022,33.476974
1023,34.029766
1024,34.788273
1025,35.584797
1026,33.92338
1027,33.92338
1028,33.476974
1029,34.029766
1030,34.788273
1031,35.584797
1032,38.054115
1033,33.2386
1034,31.174025
1035,28.29608
1036,22.92006
1037,16.870905
1038,12.623722
1039,8.161745
1040,5.7570596
1041,0.0
